log10tau_V FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
-0.4999999999999969 6.457514370142951e+20 7.865147521128753e+20 8.849708783755522e+20 1.0130873514799569e+21 1.2404078284077264e+21 1.131544628046569e+21 1.053819702501954e+21 9.901753243373817e+20 166.35043509458424 551.1738189322735 173.3153257896136 890.8395798164714
-0.3999999999999968 4.783787539939321e+20 6.565167129425742e+20 7.78097238785476e+20 9.100659338350571e+20 1.1034872878856756e+21 1.0150173544575402e+21 9.322223152718563e+20 9.122895136008343e+20 166.3504350945842 551.1738189322734 173.3153257896136 890.8395798164712
-0.2999999999999967 3.2814978945276635e+20 5.230796034461009e+20 6.61711827757854e+20 7.951333274556552e+20 9.523995699315682e+20 8.852293022549306e+20 7.989409665144703e+20 8.22906340567558e+20 166.3504350945842 551.1738189322737 173.3153257896136 890.8395798164714
-0.19999999999999662 2.0441104652894493e+20 3.930930442105677e+20 5.396212762979629e+20 6.708509514228994e+20 7.912540307568719e+20 7.451702159503448e+20 6.579704611154968e+20 7.227498347992596e+20 166.35043509458424 551.1738189322735 173.3153257896136 890.8395798164714
-0.09999999999999654 1.1285471192499189e+20 2.745005336525647e+20 4.1742713137060774e+20 5.4162745100039376e+20 6.265743321158202e+20 5.999166216047121e+20 5.153956411937785e+20 6.138410069731125e+20 166.35043509458418 551.1738189322734 173.3153257896136 890.8395798164712
3.552713678800501e-15 5.35790478380396e+19 1.7482274497726238e+20 3.021419544953566e+20 4.137289303730103e+20 4.670847024594592e+20 4.566149027901191e+20 3.790755341064575e+20 4.9979924820751444e+20 166.3504350945842 551.1738189322735 173.3153257896136 890.8395798164714
0.1000000000000032 2.1068890216514163e+19 9.920299473829437e+19 2.011470778468636e+20 2.947425927067298e+20 3.226981328044624e+20 3.23835593221027e+20 2.575995918473276e+20 3.859077879684753e+20 166.35043509458418 551.1738189322734 173.31532578961358 890.8395798164712
0.20000000000000373 6.550674294999565e+18 4.87176553962358e+19 1.2052936726874975e+20 1.923271272357181e+20 2.025960429390291e+20 2.101233677701235e+20 1.5849028935997044e+20 2.787314072627284e+20 166.35043509458424 551.1738189322735 173.31532578961358 890.8395798164713
0.30000000000000426 1.520483085928771e+18 1.9969017469612892e+19 6.325950168579367e+19 1.1236682947889021e+20 1.127577608479758e+20 1.2190076083002522e+20 8.607572987423336e+19 1.851196698369744e+20 166.35043509458418 551.1738189322734 173.31532578961358 890.8395798164712
0.4000000000000039 2.45405554734332e+17 6.53142313211031e+18 2.81020471530615e+19 5.7122909577323315e+19 5.3927682580579254e+19 6.142497873623264e+19 3.997560584569245e+19 1.1064605221886481e+20 166.3504350945842 551.1738189322735 173.3153257896136 890.8395798164714
0.5000000000000036 2.522155805988696e+16 1.612269939072506e+18 1.0120887729011485e+19 2.437341496433403e+19 2.131087217883691e+19 2.5921827207447806e+19 1.5258825844086825e+19 5.793183807282941e+19 166.3504350945842 551.1738189322735 173.3153257896136 890.8395798164714
0.6000000000000041 1479204693022715.5 2.8034125774686717e+17 2.79921170874451e+18 8.341970795485879e+18 6.623613717750022e+18 8.751007298458848e+18 4.555783803231909e+18 2.5687401622461395e+19 166.35043509458424 551.1738189322735 173.3153257896136 890.8395798164714
0.7000000000000046 43141022478379.555 3.1524838742369116e+16 5.5539435959122157e+17 2.1631490460636529e+18 1.5217714012431672e+18 2.2308767105461332e+18 1.0002907624042554e+18 9.246663629169392e+18 166.3504350945842 551.1738189322735 173.31532578961358 890.8395798164713
0.8000000000000043 525794645615.57404 2061816315111982.0 7.256460524321074e+16 3.955303837998209e+17 2.3904484930177578e+17 3.9940710921279654e+17 1.495671374234383e+17 2.5631603536729897e+18 166.3504350945842 551.1738189322735 173.31532578961358 890.8395798164713
0.9000000000000039 2147681572.1919727 68691678904087.68 5606289455321473.0 4.659019948910307e+16 2.327451095496322e+16 4.584230389812973e+16 1.3839513298525484e+16 5.1224563011931437e+17 166.35043509458418 551.1738189322735 173.31532578961364 890.8395798164714
