fesc FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
0.26 1.0269352887713881e+21 7.903105515388128e+20 7.146244136043178e+20 9.639437173771574e+20 1.0383500481449541e+21 1.0087062837665445e+21 8.537366568549266e+20 8.409246613934277e+20 81.25436363160122 257.0904507272869 80.02941094359132 418.37422530247943
0.27 1.0256816253540266e+21 7.887840211520339e+20 7.124849345658518e+20 9.63091848396632e+20 1.0357499901719603e+21 1.0070653893284398e+21 8.512369906511063e+20 8.39830782119125e+20 80.24947731873677 253.89537803516785 79.02988962088311 413.1747449747877
0.28 1.0244279619366651e+21 7.872574907652549e+20 7.10345455527386e+20 9.62239979416107e+20 1.0331499321989662e+21 1.0054244948903352e+21 8.487373244472859e+20 8.387369028448226e+20 79.24225283345157 250.6932647884445 78.02829090111535 407.96380852301144
0.29 1.0231742985193036e+21 7.85730960378476e+20 7.082059764889202e+20 9.613881104355816e+20 1.0305498742259724e+21 1.0037836004522307e+21 8.462376582434655e+20 8.3764302357052e+20 78.23268200554072 247.48408768995463 77.02460830108275 402.7413779965781
0.3 1.0219206351019423e+21 7.842044299916972e+20 7.060664974504544e+20 9.605362414550562e+20 1.0279498162529784e+21 1.0021427060141261e+21 8.437379920396452e+20 8.365491442962176e+20 77.22075662668978 244.26782333963604 76.01883531057464 397.5074152769005
0.31 1.0206669716845808e+21 7.82677899604918e+20 7.039270184119885e+20 9.596843724745309e+20 1.0253497582799847e+21 1.0005018115760216e+21 8.412383258358248e+20 8.354552650219152e+20 76.20646845025213 241.04444823395687 75.01096539223413 392.26188207644316
0.32 1.0194133082672193e+21 7.811513692181391e+20 7.017875393735227e+20 9.588325034940058e+20 1.0227497003069907e+21 9.98860917137917e+20 8.387386596320043e+20 8.343613857476127e+20 75.18980919102528 237.81393876534386 74.00099198141659 387.00473993778576
0.33 1.0181596448498576e+21 7.7962483883136e+20 6.996480603350569e+20 9.579806345134805e+20 1.0201496423339968e+21 9.972200226998125e+20 8.362389934281842e+20 8.332675064733101e+20 74.17077052502484 234.57627122160565 72.98890848604702 381.7359502326775
0.34 1.0169059814324964e+21 7.780983084445811e+20 6.97508581296591e+20 9.571287655329552e+20 1.017549584361003e+21 9.955791282617078e+20 8.337393272243636e+20 8.321736271990076e+20 73.14934408925781 231.3314217853527 71.97470828647667 376.4554741610871
0.35000000000000003 1.0156523180151348e+21 7.765717780578022e+20 6.953691022581251e+20 9.562768965524301e+20 1.0149495263880092e+21 9.939382338236033e+20 8.312396610205433e+20 8.310797479247051e+20 72.1255214814934 228.079366533413 70.95838473533868 371.163272750245
0.36 1.0143986545977735e+21 7.750452476710232e+20 6.932296232196593e+20 9.554250275719048e+20 1.0123494684150154e+21 9.922973393854987e+20 8.287399948167232e+20 8.299858686504025e+20 71.09929426003296 224.8200814362448 69.9399311574029 365.85930685368066
0.37 1.0131449911804119e+21 7.735187172842444e+20 6.910901441811935e+20 9.545731585913794e+20 1.0097494104420214e+21 9.906564449473943e+20 8.262403286129026e+20 8.288919893761002e+20 70.07065394347767 221.55354235734393 68.91934084942973 360.5435371502513
0.38 1.0118913277630503e+21 7.719921868974655e+20 6.889506651427279e+20 9.537212896108541e+20 1.0071493524690275e+21 9.890155505092894e+20 8.237406624090823e+20 8.277981101017976e+20 69.0395920104951 218.27972505264862 67.89660708002306 355.2159241431668
